timestamp,value
2022-05-20 00:00:00,0.0
2022-05-20 00:00:01,18278310.0
2022-05-20 00:00:02,10218453.0
2022-05-20 00:00:03,17035405.0
2022-05-20 00:00:04,11465329.0
2022-05-20 00:00:05,16311159.0
2022-05-20 00:00:06,12047138.0
2022-05-20 00:00:07,14418940.0
2022-05-20 00:00:08,13521670.0
2022-05-20 00:00:09,11442366.0
2022-05-20 00:00:10,17059218.0
2022-05-20 00:00:11,10223014.0
2022-05-20 00:00:12,18276962.0
2022-05-20 00:00:13,10224984.0
2022-05-20 00:00:14,18294904.0
2022-05-20 00:00:15,12217254.0
2022-05-20 00:00:16,16290564.0
2022-05-20 00:00:17,15117630.0
2022-05-20 00:00:18,14088876.0
2022-05-20 00:00:19,17601254.0
2022-05-20 00:00:20,10897990.0
2022-05-20 00:00:21,18273570.0
2022-05-20 00:00:22,10193201.0
2022-05-20 00:00:23,16063683.0
2022-05-20 00:00:24,12454226.0
2022-05-20 00:00:25,17978562.0
2022-05-20 00:00:26,10519916.0
2022-05-20 00:00:27,18289816.0
2022-05-20 00:00:28,12960144.0
2022-05-20 00:00:29,16131890.0
2022-05-20 00:00:30,16207382.0
2022-05-20 00:00:31,12412238.0
2022-05-20 00:00:32,18303694.0
2022-05-20 00:00:33,11957124.0
2022-05-20 00:00:34,17120720.0
2022-05-20 00:00:35,16154192.0
2022-05-20 00:00:36,12509574.0
2022-05-20 00:00:37,18292946.0
2022-05-20 00:00:38,10233878.0
2022-05-20 00:00:39,18280076.0
2022-05-20 00:00:40,10616468.0
2022-05-20 00:00:41,17899422.0
2022-05-20 00:00:42,12933290.0
2022-05-20 00:00:43,15577572.0
2022-05-20 00:00:44,13595022.0
2022-05-20 00:00:45,14909846.0
2022-05-20 00:00:46,15170576.0
2022-05-20 00:00:47,13924479.0
2022-05-20 00:00:48,16170477.0
2022-05-20 00:00:49,12454072.0
2022-05-20 00:00:50,16778286.0
2022-05-20 00:00:51,11728087.0
2022-05-20 00:00:52,18045295.0
2022-05-20 00:00:53,10483716.0
2022-05-20 00:00:54,18288548.0
2022-05-20 00:00:55,10394390.0
2022-05-20 00:00:56,18097878.0
2022-05-20 00:00:57,13893816.0
2022-05-20 00:00:58,15214645.0
2022-05-20 00:00:59,15602971.0
2022-05-20 00:01:00,13019037.0
2022-05-20 00:01:01,16703465.0
2022-05-20 00:01:02,11837401.0
2022-05-20 00:01:03,18224675.0
2022-05-20 00:01:04,10309204.0
2022-05-20 00:01:05,18290628.0
2022-05-20 00:01:06,10231660.0
2022-05-20 00:01:07,18291270.0
2022-05-20 00:01:08,10211083.0
2022-05-20 00:01:09,17717117.0
2022-05-20 00:01:10,10797269.0
2022-05-20 00:01:11,17924019.0
2022-05-20 00:01:12,10605184.0
2022-05-20 00:01:13,18307998.0
2022-05-20 00:01:14,10212939.0
2022-05-20 00:01:15,18277375.0
2022-05-20 00:01:16,10225400.0
2022-05-20 00:01:17,18271700.0
2022-05-20 00:01:18,10732112.0
2022-05-20 00:01:19,17783356.0
2022-05-20 00:01:20,11913408.0
2022-05-20 00:01:21,16603932.0
2022-05-20 00:01:22,13094540.0
2022-05-20 00:01:23,15452642.0
2022-05-20 00:01:24,14250894.0
2022-05-20 00:01:25,14231776.0
2022-05-20 00:01:26,15255384.0
2022-05-20 00:01:27,13241190.0
2022-05-20 00:01:28,13298150.0
2022-05-20 00:01:29,15238046.0
2022-05-20 00:01:30,14867686.0
2022-05-20 00:01:31,14336511.0
2022-05-20 00:01:32,16098353.0
2022-05-20 00:01:33,12400773.0
2022-05-20 00:01:34,18304623.0
2022-05-20 00:01:35,10205374.0
2022-05-20 00:01:36,18291854.0
2022-05-20 00:01:37,10216206.0
2022-05-20 00:01:38,18293044.0
2022-05-20 00:01:39,11870314.0
2022-05-20 00:01:40,16651720.0
2022-05-20 00:01:41,10230006.0
2022-05-20 00:01:42,18295640.0
2022-05-20 00:01:43,10573952.0
2022-05-20 00:01:44,17941306.0
2022-05-20 00:01:45,14254264.0
2022-05-20 00:01:46,14422516.0
2022-05-20 00:01:47,16643944.0
2022-05-20 00:01:48,12434575.0
2022-05-20 00:01:49,18315889.0
2022-05-20 00:01:50,11681544.0
2022-05-20 00:01:51,16828224.0
2022-05-20 00:01:52,15998790.0
2022-05-20 00:01:53,13254320.0
2022-05-20 00:01:54,18283262.0
2022-05-20 00:01:55,10783290.0
2022-05-20 00:01:56,17747408.0
2022-05-20 00:01:57,16411656.0
2022-05-20 00:01:58,12840624.0
2022-05-20 00:01:59,18292164.0
2022-05-20 00:02:00,10241356.0
2022-05-20 00:02:01,18294900.0
2022-05-20 00:02:02,11022344.0
2022-05-20 00:02:03,17514488.0
2022-05-20 00:02:04,13209336.0
2022-05-20 00:02:05,15313614.0
2022-05-20 00:02:06,13856340.0
2022-05-20 00:02:07,14680428.0
2022-05-20 00:02:08,14210494.0
2022-05-20 00:02:09,14297728.0
2022-05-20 00:02:10,13389656.0
2022-05-20 00:02:11,15127702.0
2022-05-20 00:02:12,13856738.0
2022-05-20 00:02:13,14666228.0
2022-05-20 00:02:14,14416752.0
2022-05-20 00:02:15,14096344.0
2022-05-20 00:02:16,13593672.0
2022-05-20 00:02:17,14935068.0
2022-05-20 00:02:18,14627168.0
2022-05-20 00:02:19,13902066.0
2022-05-20 00:02:20,12494646.0
2022-05-20 00:02:21,16045002.0
2022-05-20 00:02:22,10237734.0
2022-05-20 00:02:23,18298292.0
2022-05-20 00:02:24,10225705.0
2022-05-20 00:02:25,16698555.0
2022-05-20 00:02:26,11837951.0
2022-05-20 00:02:27,18306541.0
2022-05-20 00:02:28,10233786.0
2022-05-20 00:02:29,18299202.0
2022-05-20 00:02:30,10217804.0
2022-05-20 00:02:31,18303542.0
2022-05-20 00:02:32,10224366.0
2022-05-20 00:02:33,18302794.0
2022-05-20 00:02:34,10661938.0
2022-05-20 00:02:35,17877208.0
2022-05-20 00:02:36,11366216.0
2022-05-20 00:02:37,17155256.0
2022-05-20 00:02:38,12648786.0
2022-05-20 00:02:39,15885924.0
2022-05-20 00:02:40,12368756.0
2022-05-20 00:02:41,16146130.0
2022-05-20 00:02:42,14361492.0
2022-05-20 00:02:43,14747962.0
2022-05-20 00:02:44,16127780.0
2022-05-20 00:02:45,12540543.0
2022-05-20 00:02:46,18293849.0
2022-05-20 00:02:47,10252718.0
2022-05-20 00:02:48,18294708.0
2022-05-20 00:02:49,11669704.0
2022-05-20 00:02:50,16851366.0
2022-05-20 00:02:51,14784196.0
2022-05-20 00:02:52,14390067.0
2022-05-20 00:02:53,17125103.0
2022-05-20 00:02:54,11440379.0
2022-05-20 00:02:55,18305541.0
2022-05-20 00:02:56,11103540.0
2022-05-20 00:02:57,17425296.0
2022-05-20 00:02:58,14703814.0
2022-05-20 00:02:59,13833452.0
2022-05-20 00:03:00,16791540.0
2022-05-20 00:03:01,12445635.0
2022-05-20 00:03:02,18311145.0
2022-05-20 00:03:03,10232144.0
2022-05-20 00:03:04,18304586.0
2022-05-20 00:03:05,10232122.0
2022-05-20 00:03:06,18300822.0
2022-05-20 00:03:07,13254886.0
2022-05-20 00:03:08,15252394.0
2022-05-20 00:03:09,16277488.0
2022-05-20 00:03:10,12970623.0
2022-05-20 00:03:11,18307797.0
2022-05-20 00:03:12,11092810.0
2022-05-20 00:03:13,17434482.0
2022-05-20 00:03:14,16366162.0
2022-05-20 00:03:15,12889247.0
2022-05-20 00:03:16,18304491.0
2022-05-20 00:03:17,10240942.0
2022-05-20 00:03:18,18281398.0
2022-05-20 00:03:19,12279212.0
2022-05-20 00:03:20,16829854.0
2022-05-20 00:03:21,16510550.0
2022-05-20 00:03:22,12201146.0
2022-05-20 00:03:23,18297930.0
2022-05-20 00:03:24,11597878.0
2022-05-20 00:03:25,16939000.0
2022-05-20 00:03:26,13941382.0
2022-05-20 00:03:27,15287881.0
2022-05-20 00:03:28,17522745.0
2022-05-20 00:03:29,11164812.0
2022-05-20 00:03:30,18173268.0
2022-05-20 00:03:31,14475786.0
2022-05-20 00:03:32,14740671.0
2022-05-20 00:03:33,16694745.0
2022-05-20 00:03:34,11844806.0
2022-05-20 00:03:35,18294670.0
2022-05-20 00:03:36,14273142.0
2022-05-20 00:03:37,14957779.0
2022-05-20 00:03:38,18297855.0
2022-05-20 00:03:39,10232278.0
2022-05-20 00:03:40,18288314.0
2022-05-20 00:03:41,13605528.0
2022-05-20 00:03:42,15476240.0
2022-05-20 00:03:43,16718712.0
2022-05-20 00:03:44,11936259.0
2022-05-20 00:03:45,18292175.0
2022-05-20 00:03:46,13509606.0
2022-05-20 00:03:47,15605393.0
2022-05-20 00:03:48,18140077.0
2022-05-20 00:03:49,10652610.0
2022-05-20 00:03:50,18156342.0
2022-05-20 00:03:51,13786206.0
2022-05-20 00:03:52,15442165.0
2022-05-20 00:03:53,18293417.0
2022-05-20 00:03:54,12066308.0
2022-05-20 00:03:55,17041502.0
2022-05-20 00:03:56,16110854.0
2022-05-20 00:03:57,12566458.0
2022-05-20 00:03:58,18288854.0
2022-05-20 00:03:59,12468034.0
2022-05-20 00:04:00,16270520.0
2022-05-20 00:04:01,16711090.0
2022-05-20 00:04:02,12314099.0
2022-05-20 00:04:03,18303981.0
2022-05-20 00:04:04,14271476.0
2022-05-20 00:04:05,14845724.0
2022-05-20 00:04:06,17367408.0
2022-05-20 00:04:07,11273858.0
2022-05-20 00:04:08,18299766.0
2022-05-20 00:04:09,17231788.0
2022-05-20 00:04:10,11997695.0
2022-05-20 00:04:11,18308685.0
2022-05-20 00:04:12,14096194.0
2022-05-20 00:04:13,15122021.0
2022-05-20 00:04:14,18315103.0
2022-05-20 00:04:15,10444306.0
2022-05-20 00:04:16,18078420.0
2022-05-20 00:04:17,13399440.0
2022-05-20 00:04:18,15724058.0
2022-05-20 00:04:19,17490012.0
2022-05-20 00:04:20,11158084.0
2022-05-20 00:04:21,18292624.0
2022-05-20 00:04:22,14193832.0
2022-05-20 00:04:23,15037287.0
2022-05-20 00:04:24,17946865.0
2022-05-20 00:04:25,10604454.0
2022-05-20 00:04:26,18302706.0
2022-05-20 00:04:27,13974862.0
2022-05-20 00:04:28,15243139.0
2022-05-20 00:04:29,18025867.0
2022-05-20 00:04:30,10673688.0
2022-05-20 00:04:31,18128842.0
2022-05-20 00:04:32,16553906.0
2022-05-20 00:04:33,12685459.0
2022-05-20 00:04:34,18309327.0
2022-05-20 00:04:35,10194690.0
2022-05-20 00:04:36,18303262.0
2022-05-20 00:04:37,14573374.0
2022-05-20 00:04:38,14661049.0
2022-05-20 00:04:39,18305565.0
2022-05-20 00:04:40,10243520.0
2022-05-20 00:04:41,18296518.0
2022-05-20 00:04:42,13396210.0
2022-05-20 00:04:43,15831811.0
2022-05-20 00:04:44,18331485.0
2022-05-20 00:04:45,10975370.0
2022-05-20 00:04:46,17547410.0
2022-05-20 00:04:47,15473478.0
2022-05-20 00:04:48,13772925.0
2022-05-20 00:04:49,18310049.0
2022-05-20 00:04:50,10237784.0
2022-05-20 00:04:51,18299276.0
2022-05-20 00:04:52,14112044.0
