timestamp,value
2022-05-20 00:00:00,16.839
2022-05-20 00:00:01,50.333
2022-05-20 00:00:02,51.085
2022-05-20 00:00:03,50.0
2022-05-20 00:00:04,50.167
2022-05-20 00:00:05,50.584
2022-05-20 00:00:06,50.333
2022-05-20 00:00:07,50.667
2022-05-20 00:00:08,50.332
2022-05-20 00:00:09,55.259
2022-05-20 00:00:10,50.669
2022-05-20 00:00:11,50.664
2022-05-20 00:00:12,50.5
2022-05-20 00:00:13,50.419
2022-05-20 00:00:14,50.497
2022-05-20 00:00:15,50.582
2022-05-20 00:00:16,51.419
2022-05-20 00:00:17,50.332
2022-05-20 00:00:18,60.365
2022-05-20 00:00:19,67.112
2022-05-20 00:00:20,71.167
2022-05-20 00:00:21,51.92
2022-05-20 00:00:22,51.333
2022-05-20 00:00:23,50.25
2022-05-20 00:00:24,50.417
2022-05-20 00:00:25,50.667
2022-05-20 00:00:26,50.915
2022-05-20 00:00:27,50.332
2022-05-20 00:00:28,50.667
2022-05-20 00:00:29,50.25
2022-05-20 00:00:30,51.5
2022-05-20 00:00:31,50.58
2022-05-20 00:00:32,50.502
2022-05-20 00:00:33,50.582
2022-05-20 00:00:34,51.167
2022-05-20 00:00:35,50.582
2022-05-20 00:00:36,61.333
2022-05-20 00:00:37,65.333
2022-05-20 00:00:38,50.582
2022-05-20 00:00:39,50.419
2022-05-20 00:00:40,56.24
2022-05-20 00:00:41,55.907
2022-05-20 00:00:42,50.5
2022-05-20 00:00:43,50.584
2022-05-20 00:00:44,50.915
2022-05-20 00:00:45,50.25
2022-05-20 00:00:46,50.833
2022-05-20 00:00:47,50.25
2022-05-20 00:00:48,50.416
2022-05-20 00:00:49,50.669
2022-05-20 00:00:50,50.415
2022-05-20 00:00:51,50.997
2022-05-20 00:00:52,50.419
2022-05-20 00:00:53,50.664
2022-05-20 00:00:54,50.25
2022-05-20 00:00:55,50.582
2022-05-20 00:00:56,50.334
2022-05-20 00:00:57,50.662
2022-05-20 00:00:58,50.584
2022-05-20 00:00:59,50.667
2022-05-20 00:01:00,50.416
2022-05-20 00:01:01,51.741
2022-05-20 00:01:02,50.333
2022-05-20 00:01:03,50.416
2022-05-20 00:01:04,50.5
2022-05-20 00:01:05,50.416
2022-05-20 00:01:06,50.582
2022-05-20 00:01:07,50.333
2022-05-20 00:01:08,50.584
2022-05-20 00:01:09,50.667
2022-05-20 00:01:10,50.334
2022-05-20 00:01:11,54.485
2022-05-20 00:01:12,58.472
2022-05-20 00:01:13,50.417
2022-05-20 00:01:14,50.667
2022-05-20 00:01:15,50.667
2022-05-20 00:01:16,50.498
2022-05-20 00:01:17,50.584
2022-05-20 00:01:18,50.333
2022-05-20 00:01:19,50.5
2022-05-20 00:01:20,50.751
2022-05-20 00:01:21,51.0
2022-05-20 00:01:22,52.833
2022-05-20 00:01:23,51.082
2022-05-20 00:01:24,50.667
2022-05-20 00:01:25,50.5
2022-05-20 00:01:26,50.502
2022-05-20 00:01:27,50.749
2022-05-20 00:01:28,51.085
2022-05-20 00:01:29,50.667
2022-05-20 00:01:30,50.417
2022-05-20 00:01:31,51.085
2022-05-20 00:01:32,50.582
2022-05-20 00:01:33,55.556
2022-05-20 00:01:34,50.417
2022-05-20 00:01:35,50.582
2022-05-20 00:01:36,50.5
2022-05-20 00:01:37,50.5
2022-05-20 00:01:38,50.5
2022-05-20 00:01:39,50.498
2022-05-20 00:01:40,51.171
2022-05-20 00:01:41,50.584
2022-05-20 00:01:42,60.899
2022-05-20 00:01:43,69.697
2022-05-20 00:01:44,64.047
2022-05-20 00:01:45,78.773
2022-05-20 00:01:46,93.844
2022-05-20 00:01:47,95.826
2022-05-20 00:01:48,98.5
2022-05-20 00:01:49,98.0
2022-05-20 00:01:50,99.167
2022-05-20 00:01:51,98.669
2022-05-20 00:01:52,97.162
2022-05-20 00:01:53,98.833
2022-05-20 00:01:54,98.003
2022-05-20 00:01:55,98.502
2022-05-20 00:01:56,99.331
2022-05-20 00:01:57,98.669
2022-05-20 00:01:58,98.998
2022-05-20 00:01:59,99.168
2022-05-20 00:02:00,98.833
2022-05-20 00:02:01,98.831
2022-05-20 00:02:02,98.837
2022-05-20 00:02:03,98.829
2022-05-20 00:02:04,98.837
2022-05-20 00:02:05,98.662
2022-05-20 00:02:06,98.007
2022-05-20 00:02:07,98.667
2022-05-20 00:02:08,98.829
2022-05-20 00:02:09,98.998
2022-05-20 00:02:10,98.837
2022-05-20 00:02:11,98.831
2022-05-20 00:02:12,99.002
2022-05-20 00:02:13,98.998
2022-05-20 00:02:14,99.0
2022-05-20 00:02:15,99.002
2022-05-20 00:02:16,98.497
2022-05-20 00:02:17,99.169
2022-05-20 00:02:18,98.998
2022-05-20 00:02:19,98.662
2022-05-20 00:02:20,99.003
2022-05-20 00:02:21,98.664
2022-05-20 00:02:22,98.669
2022-05-20 00:02:23,98.829
2022-05-20 00:02:24,98.837
2022-05-20 00:02:25,99.333
2022-05-20 00:02:26,98.0
2022-05-20 00:02:27,99.333
2022-05-20 00:02:28,98.998
2022-05-20 00:02:29,98.835
2022-05-20 00:02:30,98.833
2022-05-20 00:02:31,99.0
